line	size		transaction item
477	44	:	1 2 4 7 9 10 11 13 16 19 21 22 24 25 26 28 30 31 37 40 41 42 45 48 49 50 52 53 54 60 61 66 67 69 76 77 82 83 85 88 89 97 98 100 
478	23	:	4 7 15 18 24 27 29 35 36 39 48 49 61 64 68 77 82 84 85 88 89 95 98 
479	14	:	11 12 13 16 27 38 42 53 58 65 66 85 88 100 
480	72	:	1 2 4 6 7 10 11 13 14 15 16 17 18 19 20 21 22 24 25 27 28 29 30 31 32 35 39 40 41 42 43 44 45 46 47 48 49 50 52 53 54 57 58 59 60 61 62 63 65 66 67 68 69 70 72 76 78 80 82 83 84 85 88 89 90 93 94 95 96 98 99 100 
481	82	:	1 2 3 4 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22 23 24 26 27 28 29 31 32 35 36 37 38 39 40 41 43 45 46 47 48 49 50 52 53 56 58 59 60 61 62 63 64 65 66 67 68 69 70 71 72 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 94 95 97 100 
482	52	:	1 2 4 5 6 13 14 15 18 19 20 21 23 24 26 29 31 32 35 37 38 39 40 43 45 48 50 53 54 58 61 62 63 65 66 67 68 69 70 72 73 74 80 83 84 85 89 91 92 93 95 98 
483	50	:	1 3 4 6 7 8 10 11 12 13 14 16 17 18 19 20 23 24 26 27 29 40 41 42 43 46 48 49 51 52 54 57 58 60 61 62 65 70 72 74 77 85 87 88 89 91 95 96 98 100 
484	31	:	4 7 9 10 11 12 16 17 20 22 23 24 37 41 42 43 45 49 54 60 61 65 66 67 72 82 83 85 89 91 95 
485	28	:	6 12 13 14 16 21 22 29 30 32 38 45 51 57 62 67 70 73 75 80 85 87 91 94 95 96 98 100 
486	28	:	4 6 8 13 16 17 21 24 32 35 40 43 44 45 46 47 53 54 55 59 64 65 76 88 89 93 96 99 
487	75	:	1 2 4 5 6 9 11 12 13 14 15 16 17 19 20 21 22 23 24 27 28 29 30 31 32 33 34 35 37 38 39 40 41 42 43 44 45 47 48 49 50 51 57 58 60 61 62 64 65 66 67 68 69 70 72 73 74 75 76 77 78 80 82 83 85 87 88 91 92 94 95 96 98 99 100 
488	79	:	1 3 4 5 6 8 9 10 11 12 13 14 15 17 19 20 21 22 24 25 27 28 29 30 31 34 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 51 53 54 56 57 58 59 60 61 62 63 64 65 66 67 68 69 70 73 74 75 77 78 80 82 83 84 85 86 87 88 90 91 92 95 96 99 100 
489	12	:	2 27 30 39 42 43 54 58 60 68 70 90 
490	43	:	2 5 6 7 9 11 12 18 19 20 21 25 28 29 30 31 37 39 42 44 45 46 47 50 54 55 58 59 61 64 65 66 68 74 77 80 81 82 84 85 88 91 98 
491	51	:	1 4 9 11 15 16 17 19 22 25 28 29 31 32 34 37 40 42 43 44 49 50 52 55 57 58 59 60 61 62 63 66 67 69 70 72 75 76 77 78 82 84 85 87 90 91 94 95 96 99 100 
492	14	:	3 8 22 26 31 32 43 49 65 67 70 79 82 85 
493	56	:	1 2 6 8 9 12 13 16 17 21 22 23 24 25 28 29 30 31 37 38 43 44 45 47 48 49 51 53 55 56 57 59 60 62 66 67 69 70 71 73 75 78 83 84 85 86 87 91 92 93 95 96 97 98 99 100 
494	11	:	1 14 15 35 48 58 78 82 87 90 91 
495	28	:	3 9 12 14 19 23 24 25 28 30 32 34 40 49 56 57 61 65 68 69 70 73 75 82 83 90 99 100 
496	80	:	1 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22 25 26 27 28 29 30 32 34 35 37 38 40 41 42 44 45 47 48 49 50 51 52 53 54 55 58 59 60 62 63 65 67 68 69 70 71 72 73 74 76 77 78 79 82 83 84 85 86 87 88 89 90 91 93 94 95 96 97 98 100 
497	38	:	2 7 8 10 13 14 18 19 20 24 28 29 31 32 41 43 44 46 48 50 52 55 57 60 61 62 65 71 72 76 79 84 85 88 89 95 96 100 
498	38	:	1 2 5 6 8 9 11 12 14 19 21 23 29 36 39 41 44 45 47 49 53 54 58 59 64 69 71 73 80 82 83 84 86 87 88 93 96 97 
499	23	:	1 18 26 27 30 32 34 37 40 48 49 50 51 53 62 63 66 67 70 72 80 93 95 
500	34	:	4 9 10 12 16 17 19 20 22 24 29 31 32 35 37 39 42 44 45 47 49 61 66 67 68 82 83 85 88 89 94 96 98 100 
501	13	:	14 23 56 63 68 69 75 83 85 86 92 93 98 
502	52	:	7 8 9 10 11 12 13 14 16 18 19 20 21 24 27 28 29 32 34 38 39 40 41 42 44 46 48 49 53 57 58 60 61 62 65 66 67 72 76 77 84 85 87 88 89 91 94 95 96 97 99 100 
503	54	:	1 3 4 7 8 9 10 11 15 16 19 21 22 23 24 25 26 27 31 35 36 37 40 41 42 43 45 48 49 50 51 52 55 57 58 60 61 63 65 66 67 69 70 75 76 77 80 82 83 85 87 89 95 97 
504	62	:	1 2 3 4 6 7 8 9 10 13 14 15 16 17 19 22 24 25 26 27 28 29 31 32 36 37 38 39 40 42 43 45 46 49 50 52 58 59 60 61 62 64 65 66 67 68 69 70 76 78 79 82 83 84 85 89 90 91 92 95 98 100 
505	69	:	1 2 3 5 7 9 10 11 12 13 15 16 17 18 20 21 22 25 26 27 28 29 31 32 34 37 40 41 43 45 46 47 48 49 50 51 53 54 55 59 61 62 63 64 65 66 69 70 71 72 73 74 75 78 80 81 82 84 85 87 88 91 92 93 95 96 97 98 100 
506	40	:	1 3 6 7 9 10 12 13 14 16 20 23 30 42 47 48 49 52 55 56 61 62 63 64 65 67 68 69 71 74 75 76 78 83 85 86 92 93 98 99 
507	77	:	1 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 20 21 22 23 26 27 28 29 30 31 32 36 38 39 40 41 42 43 44 45 47 49 50 51 52 53 55 57 58 59 60 61 62 65 66 67 68 69 70 72 73 75 79 80 82 83 84 85 86 87 88 90 91 92 93 95 96 97 98 100 
508	27	:	2 5 6 11 14 19 21 24 29 31 35 37 39 45 54 58 61 62 64 72 73 74 84 85 88 89 92 
509	75	:	1 4 5 6 8 9 10 11 12 13 14 16 17 20 21 22 23 25 26 27 28 29 31 32 33 35 36 38 39 40 41 42 43 44 46 47 48 49 50 52 53 54 55 57 58 59 61 63 64 65 66 68 69 71 72 73 75 76 77 79 81 82 83 84 85 86 87 88 89 92 96 97 98 99 100 
510	20	:	1 2 5 7 10 12 16 18 25 26 30 35 37 38 44 52 58 69 76 93 
511	15	:	3 9 12 20 47 48 55 62 63 64 65 71 78 93 98 
512	11	:	10 11 16 21 26 31 40 41 61 69 97 
513	79	:	1 2 3 4 6 7 8 9 11 12 13 14 16 17 19 21 22 23 24 25 27 28 29 30 31 32 33 34 35 36 37 38 40 41 44 45 46 47 48 49 50 51 52 53 54 55 56 57 59 61 62 64 65 66 67 68 69 70 72 73 75 79 80 82 83 84 85 87 88 89 90 91 92 93 95 96 98 99 100 
514	25	:	1 4 17 19 20 27 30 31 32 34 35 37 44 47 49 50 51 53 63 67 68 83 88 96 98 
515	60	:	1 2 5 6 7 9 11 12 13 14 17 20 21 22 25 27 28 29 30 31 33 34 36 37 38 42 45 47 48 49 50 51 53 54 55 58 59 60 61 63 65 67 68 70 72 73 74 75 78 80 81 82 84 87 88 89 91 92 96 99 
516	54	:	2 5 6 8 9 10 11 12 14 16 19 21 23 24 25 28 29 31 32 34 37 38 39 40 42 43 48 51 53 54 58 59 60 61 62 64 66 67 71 73 76 77 78 81 85 86 87 88 91 92 94 96 99 100 
517	63	:	1 4 5 6 7 8 10 11 12 13 14 15 16 19 20 22 24 25 26 27 28 29 30 32 36 38 39 40 42 46 47 49 52 53 54 58 60 61 63 64 65 66 68 69 73 74 75 76 77 83 84 85 86 87 88 89 91 94 95 96 98 99 100 
518	63	:	1 3 6 7 8 9 10 11 12 14 16 17 18 20 21 22 23 24 25 26 27 28 31 32 35 36 40 41 42 43 45 46 47 48 50 51 55 57 58 60 61 62 65 66 67 69 70 73 75 77 78 80 82 84 85 87 88 89 94 96 97 98 100 
519	64	:	1 2 3 4 5 6 9 10 11 12 13 16 17 18 19 20 21 22 24 25 27 28 29 30 31 32 34 36 38 39 40 42 43 44 45 47 49 53 54 56 57 58 59 61 63 64 65 66 68 69 70 75 76 78 80 82 85 87 88 93 94 96 99 100 
520	32	:	1 2 5 6 14 15 19 21 24 29 31 35 37 39 45 48 54 58 61 62 72 73 74 78 82 84 85 87 89 90 91 92 
521	45	:	2 3 5 6 8 12 21 22 23 26 29 31 32 34 36 37 43 44 45 47 49 54 57 59 61 64 65 67 70 72 73 74 79 80 81 82 83 84 85 86 92 93 96 98 100 
522	14	:	3 8 22 26 31 32 43 49 65 67 70 79 82 85 
523	77	:	1 3 4 8 9 11 12 13 14 15 18 19 21 22 23 24 25 26 27 28 29 30 31 32 35 37 38 39 40 42 44 45 46 47 48 50 52 53 54 55 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 75 76 77 80 81 82 83 84 85 87 88 89 90 91 93 94 95 96 97 98 100 
524	28	:	2 6 21 29 30 32 34 37 44 48 49 55 56 57 59 61 64 65 66 73 81 86 91 93 96 97 98 100 
525	42	:	1 2 10 11 13 22 25 26 27 30 34 37 39 40 41 43 44 47 48 49 50 51 53 56 60 63 65 67 68 71 74 76 80 83 84 87 88 90 91 92 95 100 
526	48	:	1 4 5 8 11 12 13 14 15 16 17 21 27 29 33 35 38 39 41 42 43 44 45 48 49 52 53 54 58 65 66 67 71 77 78 79 81 82 84 85 87 88 90 91 94 96 97 100 
527	13	:	19 24 28 30 52 54 60 69 76 77 88 98 100 
528	80	:	1 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22 23 24 25 27 28 29 30 31 34 35 36 37 39 40 41 42 43 45 46 47 48 49 50 51 53 54 55 56 57 58 59 60 61 62 64 65 66 67 69 70 72 73 76 77 78 80 82 83 84 85 88 89 90 92 93 95 96 97 99 100 
529	48	:	1 2 5 8 11 15 17 19 21 28 29 31 33 34 37 38 39 41 43 44 45 46 49 50 51 52 53 54 55 58 60 61 63 70 72 73 74 75 76 78 82 84 87 92 95 96 97 100 
530	22	:	2 5 14 21 23 29 45 54 56 63 68 69 72 73 74 75 83 85 86 92 93 98 
531	37	:	5 6 9 12 13 14 15 16 17 21 22 24 26 27 32 40 43 44 45 46 48 49 53 54 58 60 65 66 67 70 74 76 80 84 88 93 99 
532	43	:	2 6 8 9 11 12 17 23 24 25 29 31 33 35 36 37 38 43 47 48 51 53 56 60 62 66 71 72 73 76 77 78 79 81 82 85 87 90 91 92 96 98 99 
533	54	:	1 4 5 6 8 9 10 11 12 13 14 15 16 17 20 21 23 24 26 28 29 31 32 38 39 40 41 43 44 45 47 49 53 58 61 65 66 67 68 69 70 73 75 78 83 84 85 87 90 91 95 97 98 100 
534	36	:	1 5 9 11 15 17 19 22 24 30 31 33 34 37 40 41 43 46 50 52 57 58 59 60 61 63 66 70 72 75 76 80 82 92 95 98 
535	77	:	1 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 23 25 26 29 30 31 32 35 37 38 39 40 41 42 43 44 45 46 47 48 50 52 53 54 58 59 62 63 65 66 67 68 69 70 72 73 74 76 77 78 80 82 83 84 85 87 88 90 91 92 93 94 95 96 97 98 100 
536	76	:	1 2 3 4 5 6 7 9 10 11 12 13 16 17 18 19 20 21 25 26 27 28 29 30 32 33 34 36 37 39 40 41 42 43 45 47 49 50 51 52 53 54 55 56 57 58 59 60 61 63 64 65 67 68 70 71 73 75 76 77 79 80 81 82 84 88 90 91 92 93 94 96 97 98 99 100 
537	36	:	4 8 10 11 12 13 14 15 16 21 26 29 31 32 38 39 40 41 44 49 53 58 61 65 66 68 69 83 84 87 91 94 95 97 98 100 
538	63	:	2 4 8 9 11 12 16 17 19 20 24 25 26 27 28 29 30 31 33 35 36 37 38 39 44 46 47 48 49 50 53 57 61 62 63 64 66 67 68 69 70 71 74 75 76 77 78 80 81 82 84 85 86 87 88 89 90 91 93 95 97 98 100 
539	23	:	4 12 17 19 20 24 27 28 29 30 48 49 52 54 60 69 76 77 87 88 95 98 100 
540	77	:	1 2 3 4 6 7 8 9 11 12 13 14 17 18 19 21 22 23 24 25 26 28 29 30 31 32 34 35 38 39 40 42 43 44 45 46 48 49 50 51 52 53 54 56 57 58 61 62 63 65 66 67 68 69 70 72 74 75 76 79 82 83 84 85 86 87 88 89 91 92 93 94 95 97 98 99 100 
541	63	:	1 2 5 6 9 10 11 12 13 16 17 18 20 21 23 24 26 27 28 29 30 31 32 39 41 42 43 44 45 46 47 50 52 53 54 55 57 58 60 61 63 65 66 67 68 69 70 72 75 76 77 78 84 85 87 89 90 91 94 96 97 98 100 
542	14	:	2 7 13 19 28 30 35 38 44 51 58 66 67 72 
543	69	:	1 2 3 4 5 6 7 9 11 12 13 14 17 18 19 20 21 22 23 24 25 26 28 29 30 32 34 37 38 39 40 45 46 49 50 51 54 55 58 59 61 62 64 65 66 67 68 69 70 72 73 74 75 76 77 78 80 81 82 83 85 87 88 90 91 95 97 99 100 
544	75	:	1 2 3 4 5 6 7 9 10 11 12 14 16 17 18 19 20 21 23 24 25 26 27 29 30 31 32 35 36 37 38 39 40 41 42 43 44 46 47 48 49 50 52 54 58 59 60 61 62 64 65 66 68 69 70 72 74 76 77 78 80 82 83 84 85 87 88 89 90 91 93 95 97 98 100 
545	30	:	8 11 17 22 27 43 46 49 52 56 60 61 63 64 67 68 71 72 73 75 77 79 80 81 84 86 87 89 95 97 
546	13	:	1 3 8 16 23 27 42 51 58 65 70 77 89 
547	57	:	1 3 4 6 14 15 16 19 21 22 23 24 27 28 30 31 32 34 35 36 38 40 41 46 47 48 50 52 53 54 55 57 59 60 63 65 68 69 71 72 73 74 75 76 77 78 80 82 87 88 89 90 93 94 96 98 100 
548	21	:	2 23 24 25 31 37 38 43 48 51 53 60 66 71 78 85 87 91 92 96 99 
549	12	:	2 27 30 39 42 43 54 58 60 68 70 90 
550	67	:	1 2 7 8 11 14 15 17 18 19 21 23 24 25 26 28 29 31 32 33 37 38 39 40 41 44 48 49 50 52 53 55 56 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 75 76 78 80 81 82 83 84 85 86 87 90 91 92 93 95 97 98 100 
551	49	:	2 3 6 7 9 10 12 13 16 17 19 25 26 28 30 31 34 36 37 40 42 46 47 49 51 52 53 56 57 59 60 65 66 69 70 75 76 78 80 81 82 84 85 87 91 92 97 99 100 
552	69	:	1 2 4 5 8 10 11 12 14 15 16 17 18 19 20 23 24 28 29 31 32 33 35 37 39 43 44 45 46 47 50 52 54 55 56 57 58 59 60 61 63 65 67 68 69 70 71 72 73 75 76 77 79 80 81 82 83 84 86 87 88 89 90 94 95 96 98 99 100 
553	22	:	1 4 15 16 17 22 25 28 29 31 43 49 50 59 60 62 66 69 78 82 85 90 
554	80	:	1 2 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 24 25 26 27 29 30 31 32 33 35 37 38 39 40 41 42 43 44 45 46 48 49 50 52 53 54 57 58 60 61 62 64 65 66 68 69 70 72 73 74 75 76 77 79 82 84 85 86 87 88 89 90 93 94 95 96 97 99 100 
555	57	:	1 2 3 5 6 7 8 11 12 13 15 16 19 21 23 25 27 29 30 34 36 38 39 40 41 42 44 47 48 49 50 53 54 55 57 58 59 60 61 64 65 66 68 72 74 80 82 83 84 85 87 88 89 90 93 97 100 
556	33	:	2 6 15 21 23 27 28 30 31 38 39 40 41 42 43 46 50 53 54 55 58 60 63 68 70 71 72 74 80 87 88 90 100 
557	20	:	1 2 7 11 13 18 20 21 25 30 45 47 48 50 53 61 65 77 89 98 
558	64	:	1 3 5 6 9 11 12 15 19 20 21 24 25 27 28 30 31 34 36 37 39 40 41 42 44 46 47 48 49 50 51 53 56 57 59 60 61 62 63 65 66 67 68 71 72 73 74 77 78 80 82 84 85 87 88 89 90 92 93 95 96 97 99 100 
559	18	:	1 6 7 10 13 16 30 42 49 52 61 63 67 68 74 76 92 99 
560	36	:	4 5 8 9 14 16 21 22 24 28 31 32 37 42 43 44 45 48 49 50 55 57 59 61 66 67 72 73 81 82 83 84 85 86 89 96 
561	64	:	1 4 6 7 8 9 12 13 14 15 16 17 18 21 22 24 27 28 29 32 35 36 38 39 40 43 44 45 46 48 49 51 53 54 58 60 61 63 64 65 66 67 68 70 74 75 76 77 78 80 82 83 84 85 87 88 89 90 91 93 95 97 98 99 
562	17	:	7 10 11 12 16 17 20 23 41 42 43 54 60 65 72 91 95 
563	69	:	3 4 8 9 12 13 14 15 16 17 19 20 21 22 24 26 31 32 33 35 36 37 38 39 40 42 43 44 45 46 47 48 49 50 53 54 55 56 57 58 59 61 62 64 65 66 67 68 70 74 75 76 78 79 82 83 84 85 86 87 88 89 90 91 93 95 96 97 98 
564	61	:	2 3 4 5 6 8 9 11 12 15 18 19 21 23 25 28 29 30 31 34 35 36 37 38 39 40 41 44 45 46 48 49 50 53 54 55 56 57 63 64 65 67 68 71 72 73 74 77 80 82 84 85 87 88 90 91 92 97 98 99 100 
565	53	:	2 3 4 6 8 9 12 16 17 19 25 27 28 29 30 34 35 37 39 40 42 43 44 46 47 48 49 52 54 55 56 57 58 59 60 64 65 66 68 69 70 71 82 89 90 91 93 95 96 97 98 99 100 
566	32	:	2 5 10 11 16 21 26 29 31 40 41 45 46 54 56 60 61 63 67 68 69 71 72 73 74 77 80 87 89 92 95 97 
567	37	:	1 2 6 7 8 10 13 14 16 19 24 29 30 31 35 37 39 42 49 52 60 61 62 63 67 68 71 72 74 76 79 84 85 88 89 92 99 
568	8	:	17 29 31 33 38 72 78 84 
569	26	:	2 7 22 25 26 28 37 39 41 48 50 53 55 56 59 65 74 76 80 81 82 84 87 88 91 92 
570	68	:	1 2 7 8 9 10 11 12 13 14 15 16 17 19 20 23 25 28 29 31 35 36 37 39 40 41 42 43 44 45 47 48 50 51 52 53 54 55 57 58 59 60 61 63 65 66 67 68 69 70 71 72 75 76 78 79 80 81 82 83 85 86 87 88 90 91 95 100 
571	17	:	6 13 17 21 24 32 40 43 44 45 53 54 65 76 88 93 99 
572	73	:	1 2 4 5 6 7 8 9 12 13 14 15 16 17 20 21 22 23 24 27 28 29 30 31 32 35 36 38 39 40 43 44 45 46 47 48 49 50 53 54 58 59 60 61 62 64 65 66 67 68 69 70 72 73 74 75 78 80 81 82 83 84 85 87 88 89 90 91 92 93 95 98 100 
573	77	:	1 2 3 4 5 6 7 8 10 11 13 14 15 16 17 18 20 21 23 24 25 26 28 29 31 32 33 34 35 36 37 38 39 40 41 44 47 48 49 50 53 55 57 58 59 61 62 63 64 65 66 67 68 69 70 72 73 75 77 78 80 81 82 83 84 85 86 87 88 90 91 92 93 95 96 97 98 
574	67	:	2 4 6 7 9 12 13 14 15 17 18 20 21 24 26 30 31 32 37 38 39 40 41 42 43 44 45 46 47 48 49 50 53 54 55 56 57 58 59 60 61 62 63 65 66 67 68 70 72 74 76 78 80 82 83 84 85 88 89 91 93 95 96 97 98 99 100 
575	64	:	1 3 4 6 8 10 12 13 14 15 16 17 21 22 23 24 27 28 29 32 34 35 38 39 40 43 44 45 46 47 48 49 53 54 55 58 59 61 62 64 65 66 68 69 70 72 73 74 75 76 78 82 83 87 88 89 90 91 93 94 95 96 99 100 
576	29	:	5 7 10 11 12 15 16 17 20 23 30 31 33 40 41 42 43 46 52 54 57 59 60 61 65 72 80 91 95 
577	63	:	2 3 4 5 6 7 9 10 11 12 13 15 16 17 19 20 24 26 27 29 30 31 32 35 37 38 39 40 42 43 44 46 47 50 53 54 58 60 61 62 64 65 66 67 68 70 77 78 80 82 83 84 85 87 88 89 90 94 95 96 97 98 100 
578	80	:	1 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22 23 25 26 27 28 29 31 32 35 36 37 38 39 40 41 42 45 46 47 48 49 50 52 53 58 59 60 61 62 63 65 66 68 69 70 72 73 75 76 77 78 79 80 81 82 83 84 86 87 88 90 91 92 93 95 96 97 99 100 
579	20	:	7 13 14 18 20 24 41 46 48 57 60 61 62 65 72 85 89 95 96 100 
580	58	:	1 4 5 6 7 8 10 13 14 15 16 17 20 22 23 25 27 28 29 30 31 35 39 42 43 45 48 49 50 52 58 59 60 61 62 63 64 66 67 68 69 73 74 75 76 78 79 81 82 84 85 86 87 90 91 92 97 99 
581	75	:	1 2 3 4 5 6 7 9 11 12 13 14 15 18 19 20 21 22 24 25 26 27 28 29 30 31 32 35 36 37 38 39 40 41 42 44 46 47 48 50 53 54 55 58 59 61 62 63 64 65 66 67 68 70 72 73 74 75 80 81 82 83 84 85 87 88 89 91 92 93 95 96 97 98 99 
582	20	:	7 13 14 18 20 24 41 46 48 57 60 61 62 65 72 85 89 95 96 100 
583	77	:	1 2 3 4 5 8 10 11 12 13 15 16 17 19 20 21 22 24 25 26 27 28 29 30 31 32 33 35 38 39 40 42 43 44 45 46 47 48 49 50 51 52 53 54 57 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 74 76 78 79 80 82 83 84 85 88 90 91 92 95 96 98 100 
584	66	:	1 2 3 5 6 8 9 11 13 14 16 17 19 21 23 24 26 27 29 30 32 37 38 39 40 42 43 44 45 46 50 51 53 54 56 58 60 61 63 64 65 67 68 69 70 71 72 75 76 77 78 80 83 85 86 87 88 89 90 92 93 95 97 98 99 100 
585	38	:	2 3 6 8 10 13 17 19 22 26 27 30 31 32 36 39 42 43 46 49 52 54 58 59 60 65 67 68 70 76 78 79 82 84 85 90 92 100 
586	33	:	1 4 11 12 13 15 16 17 22 25 27 28 29 31 38 42 43 49 50 53 58 59 60 62 65 66 69 78 82 85 88 90 100 
587	56	:	1 3 6 9 12 14 15 17 18 19 22 24 26 27 31 32 34 35 37 38 39 40 46 48 49 50 53 58 60 61 62 63 64 65 66 67 70 72 74 76 77 78 80 82 84 85 87 88 89 90 91 93 95 97 99 100 
588	52	:	2 3 5 9 12 14 19 21 23 24 25 28 29 30 31 32 34 37 38 40 43 45 48 49 51 53 54 56 57 60 61 65 66 68 69 70 71 72 73 74 75 78 82 83 85 87 90 91 92 96 99 100 
589	61	:	1 2 3 4 6 7 11 12 13 14 16 17 18 19 20 22 23 24 26 27 29 31 32 38 40 42 45 48 49 50 51 53 57 58 60 61 62 63 65 66 68 69 70 72 73 75 77 80 82 83 85 86 87 88 90 93 94 95 96 98 100 
590	37	:	2 3 4 9 11 12 13 16 17 24 26 27 30 32 35 36 37 38 40 42 50 53 58 64 65 66 77 78 81 85 87 88 90 95 97 98 100 
591	18	:	1 3 4 6 19 26 29 40 42 49 52 54 62 65 74 87 88 98 
592	20	:	2 17 27 29 30 31 33 38 39 42 43 54 58 60 68 70 72 78 84 90 
593	39	:	2 3 8 9 10 12 13 19 21 22 25 28 29 30 34 38 40 45 49 51 52 56 57 60 62 65 67 70 71 72 76 79 82 85 88 91 95 99 100 
594	51	:	1 3 4 6 8 11 13 16 17 18 21 22 23 24 27 29 30 32 34 35 36 37 40 42 43 44 45 48 49 50 51 53 54 57 58 63 64 65 67 68 70 72 76 77 82 85 88 89 93 98 99 
595	85	:	1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22 23 24 25 26 27 28 29 31 32 33 35 36 37 38 39 40 41 42 43 45 46 47 48 49 50 51 52 53 54 58 59 60 61 62 64 65 66 67 69 70 71 73 74 75 77 78 79 80 81 82 84 85 86 87 88 89 90 91 94 95 96 97 99 100 
596	42	:	2 4 8 9 11 12 13 16 21 22 24 27 30 37 38 39 41 42 43 44 45 49 53 54 58 60 61 65 66 67 68 70 82 83 84 85 87 88 89 90 97 100 
597	14	:	11 12 13 16 27 38 42 53 58 65 66 85 88 100 
598	52	:	2 3 6 9 14 15 19 21 23 24 25 28 31 34 38 39 40 41 42 44 45 46 47 50 53 55 57 61 62 63 64 67 68 69 71 72 74 76 77 78 80 82 83 84 86 87 88 91 94 96 99 100 
599	43	:	4 6 9 11 13 14 15 19 20 22 25 27 28 29 34 36 38 39 40 42 47 53 58 61 62 63 65 66 67 68 75 76 77 83 87 88 91 94 95 96 98 99 100 
600	79	:	1 2 4 5 6 7 8 10 11 12 13 14 15 16 17 19 22 25 26 28 29 30 31 32 33 35 37 39 41 43 44 45 46 48 49 50 51 52 53 54 56 57 58 59 60 61 62 63 65 66 67 69 70 71 72 73 74 75 76 77 78 79 80 81 82 83 84 85 86 87 88 89 90 92 94 95 96 97 98 
601	77	:	2 3 5 6 8 9 10 12 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 31 32 34 36 37 38 39 40 41 43 45 46 47 48 49 50 52 53 56 57 58 64 65 66 67 68 69 70 73 74 75 76 77 78 79 80 81 82 84 85 86 87 88 89 90 91 92 93 94 95 96 97 99 100 
602	81	:	1 2 3 4 5 6 7 8 11 13 14 15 17 19 20 21 22 23 24 25 26 27 29 30 31 34 35 36 37 38 39 40 41 42 43 44 45 47 48 49 50 51 52 53 54 57 58 59 60 61 62 63 65 66 67 68 69 70 71 72 73 75 76 77 78 80 82 83 84 85 87 89 90 91 92 93 95 96 97 98 99 
603	63	:	1 3 4 5 6 8 9 10 11 12 14 16 17 18 19 20 21 22 23 25 26 27 28 29 30 31 32 34 35 37 39 40 41 43 44 45 47 48 49 53 56 57 61 64 65 67 69 73 75 77 80 81 82 85 86 87 94 95 96 97 98 99 100 
604	47	:	1 2 3 8 10 11 12 13 16 17 21 22 26 27 28 29 30 31 34 37 38 40 41 45 47 49 50 51 52 53 55 61 62 63 67 69 70 76 79 85 87 88 91 94 95 97 100 
605	71	:	1 5 6 7 8 11 13 14 15 16 17 18 19 20 21 22 23 24 25 26 27 28 29 30 32 36 39 40 41 42 43 44 45 46 47 48 49 52 53 54 56 57 60 61 62 63 64 65 66 68 69 72 73 74 75 76 77 83 84 85 86 87 88 89 92 93 95 96 98 99 100 
606	76	:	3 4 5 6 7 8 9 11 13 14 15 16 17 18 20 21 22 23 24 25 26 27 28 29 32 35 36 37 38 39 40 41 42 43 44 45 46 47 48 49 50 51 53 55 57 58 59 60 61 63 65 66 68 69 73 75 77 78 80 81 82 83 84 86 87 88 89 90 91 94 95 96 97 98 99 100 
607	35	:	9 12 15 18 24 25 30 31 37 39 42 44 46 47 50 59 61 62 64 66 67 68 71 72 73 74 76 78 80 82 84 85 88 93 100 
608	12	:	1 5 6 20 23 29 39 43 45 67 69 85 
609	36	:	1 2 3 4 6 12 16 17 19 20 24 26 27 29 30 35 36 40 42 48 49 50 52 54 62 64 65 74 77 81 87 88 90 95 98 100 
610	74	:	1 2 3 4 7 9 10 11 12 13 14 15 16 17 18 19 20 22 24 25 26 27 28 29 30 31 32 33 34 37 38 40 41 42 43 46 48 49 50 51 52 53 56 57 59 60 61 62 63 65 66 67 68 69 70 72 74 76 77 78 80 82 84 85 87 89 90 91 93 94 95 96 99 100 
611	21	:	2 23 24 25 31 37 38 43 48 51 53 60 66 71 78 85 87 91 92 96 99 
612	37	:	3 9 11 12 13 16 20 21 22 27 29 30 38 42 45 47 48 51 53 55 58 62 63 64 65 66 67 70 71 78 85 88 91 93 95 98 100 
613	22	:	1 8 9 14 15 32 35 48 49 50 53 58 60 65 75 78 82 83 84 87 90 91 
614	31	:	7 13 14 18 20 23 24 41 46 48 56 57 60 61 62 63 65 68 69 72 75 83 85 86 89 92 93 95 96 98 100 
615	36	:	4 5 8 17 21 29 33 37 39 40 41 43 44 45 47 49 52 53 54 59 65 67 69 71 77 79 81 82 84 87 88 91 94 95 96 97 
616	67	:	2 6 7 8 9 10 11 12 13 15 16 17 19 20 21 23 24 27 28 29 30 32 33 34 35 38 39 40 41 42 43 44 48 49 50 52 53 54 58 59 60 64 65 68 69 70 71 72 73 74 76 77 79 82 84 87 88 89 90 91 92 94 95 97 98 99 100 
